feature_name,mean_abs_shap
diet_caffeine_mg,0.06595856957683695
demo_race_ethnicity,0.06501690251436605
demo_education_level,0.043916348297928856
exam_weight_kg,0.038759280867428254
diet_energy_kcal,0.038249813256581014
diet_niacin_b3_mg,0.03720013933265426
exam_bmi,0.0358169831234819
nar_zinc,0.03247961734894746
history_arthritis,0.03200480782760431
supp_potassium_mg,0.031001845630780463
total_vitamin_c_intake_mg,0.030143051140970496
diet_carbohydrate_g,0.028846312098506726
history_thyroid_problem,0.028098320424440423
total_vitamin_d_intake_mcg,0.027421193586622383
diet_total_fat_g,0.024291838860431444
diet_saturated_fat_g,0.02410241301131322
exam_waist_cm,0.02401498847982541
nar_vitamin_d,0.023803490518325112
diet_fiber_g,0.02291295338870806
exam_waist_height_ratio,0.022892426155468684
total_zinc_intake_mg,0.022099006166917692
nar_vitamin_c,0.02188742073584902
diet_zinc_mg,0.021554303128583276
lifestyle_sedentary_minutes_per_day,0.021501991501949872
diet_vitamin_b6_mg,0.02128474293337676
total_folate_intake_mcg,0.020797361774361298
history_anemia,0.02033169702714727
diet_potassium_mg,0.019212591434735433
diet_folate_dfe_mcg,0.019064477894345778
diet_retinol_mcg,0.01828606907403703
diet_phosphorus_mg,0.018268699523956523
symptom_poor_appetite,0.018261958403872378
diet_water_moisture_g,0.01825596991651526
diet_sugar_g,0.01807063823987734
demo_age_years,0.01789607304820846
supp_zinc_mg,0.01670712709229361
demo_household_size,0.016073059848017525
exam_diastolic_bp,0.015744065500867828
exam_height_cm,0.015654898917586573
nar_mean_adequacy_ratio,0.015364823662546177
lifestyle_main_meal_planner,0.015223649819233291
total_iron_intake_mg,0.013971557362641386
diet_vitamin_a_rae_mcg,0.013647921419691058
diet_sodium_mg,0.013333134436215541
diet_copper_mg,0.013094248269306713
diet_choline_mg,0.013049706688419644
lifestyle_smoked_100_cigarettes,0.01290369188489507
diet_vitamin_c_mg,0.012805392877790646
nar_iron,0.01252354926596766
diet_vitamin_e_mg,0.01250897506330335
diet_calcium_mg,0.012503842871906617
supp_selenium_mcg,0.012403994755237261
diet_magnesium_mg,0.012317639643833
diet_vitamin_d_mcg,0.01179330168615761
diet_selenium_mcg,0.01107251537569954
symptom_sleep_hours_weekend,0.011015973957277676
nar_selenium,0.010883247837797176
demo_is_pregnant,0.01077499595438463
diet_protein_g,0.010597757106519666
demo_poverty_ratio,0.010395017311277692
supp_vitamin_d_mcg,0.010381010770862679
symptom_phq9_score,0.010112289829787477
nar_folate,0.009850995764962144
history_liver_condition,0.0098259712510618
diet_vitamin_b12_mcg,0.009635084967264304
symptom_sleep_hours_weekday,0.009512232790587558
nar_magnesium,0.009237523549352727
total_vitamin_b12_intake_mcg,0.008935797082818326
supp_calcium_mg,0.008771500643110483
supp_vitamin_b12_mcg,0.00866502283451064
total_magnesium_intake_mg,0.008532872135601857
diet_cholesterol_mg,0.008460325317165963
lifestyle_moderate_activity_minutes,0.008394902161274061
total_calcium_intake_mg,0.008307003024600034
symptom_fatigue_energy_loss,0.008272093520926197
diet_iron_mg,0.007740165858660233
diet_thiamin_b1_mg,0.007475756321680221
supp_vitamin_c_mg,0.0072640561013417645
nar_calcium,0.006946411162486499
symptom_sleep_variability,0.00692632908131838
exam_pulse_rate,0.006830040917956464
diet_vitamin_k_mcg,0.006819727419463627
history_bone_fracture,0.006757307229207356
diet_beta_carotene_mcg,0.0066830258193115106
diet_folic_acid_mcg,0.006370431965100692
exam_systolic_bp,0.006150682704911306
supp_uses_supplements,0.006102819207821213
lifestyle_special_diet,0.00600833737473193
supp_vitamin_b6_mg,0.005906324658340785
total_potassium_intake_mg,0.005895096017398681
lifestyle_vigorous_activity_minutes,0.005836649410118798
symptom_short_sleep,0.0057810078451526175
lifestyle_alcohol_drinker,0.00550767888960616
nar_potassium,0.005043611688385636
supp_iron_mg,0.004478293078457709
lifestyle_main_food_shopper,0.0038436277899312346
supp_folate_dfe_mcg,0.003785076946688156
supp_iodine_mcg,0.0033962860233838627
nar_vitamin_b12,0.003229474750616114
supp_magnesium_mg,0.0032199704346373833
diet_riboflavin_b2_mg,0.0031731970722321708
symptom_concentration_trouble,0.002424334387363168
diet_alcohol_g,0.002055425987461635
total_selenium_intake_mcg,0.0010170135318080373
demo_is_male,0.0
