feature_name,mean_abs_shap
supp_vitamin_d_mcg,0.46622672964712497
demo_age_years,0.45995607736944544
total_vitamin_d_intake_mcg,0.3165921771827988
demo_race_ethnicity,0.26647794069747444
demo_poverty_ratio,0.16105298224267467
supp_calcium_mg,0.08427177461292108
exam_weight_kg,0.07782269347402666
symptom_sleep_hours_weekday,0.0772968935261265
nar_vitamin_d,0.07255761739177868
exam_bmi,0.06933254502257315
exam_waist_height_ratio,0.06384293017049225
symptom_sleep_variability,0.06276455693597305
lifestyle_moderate_activity_minutes,0.03939738640841557
diet_caffeine_mg,0.038272202174466856
diet_vitamin_a_rae_mcg,0.033839301577427705
demo_is_male,0.033610388829087345
diet_retinol_mcg,0.03154581703249297
symptom_sleep_hours_weekend,0.029513334005895273
exam_diastolic_bp,0.025793533490455278
diet_copper_mg,0.025246079419992157
lifestyle_sedentary_minutes_per_day,0.024405542227856427
diet_carbohydrate_g,0.0230238730064915
diet_selenium_mcg,0.021176935603187726
exam_waist_cm,0.020107863736522562
exam_systolic_bp,0.019602761152615868
demo_education_level,0.019441491576206543
diet_vitamin_d_mcg,0.017580632166223208
diet_niacin_b3_mg,0.01732638556191143
diet_choline_mg,0.016978586273542574
diet_vitamin_k_mcg,0.014949337805235786
diet_sodium_mg,0.014828145294611664
nar_vitamin_c,0.01466045181717628
history_liver_condition,0.014554221923808472
diet_riboflavin_b2_mg,0.013339251277275938
supp_zinc_mg,0.013010573591239716
history_thyroid_problem,0.012266225482685866
exam_height_cm,0.012143979948587543
diet_vitamin_c_mg,0.012123112788031055
total_zinc_intake_mg,0.012053217813852723
diet_sugar_g,0.012029431389622603
lifestyle_vigorous_activity_minutes,0.011723892463986474
exam_pulse_rate,0.011704602160784188
diet_water_moisture_g,0.011244636485114654
total_calcium_intake_mg,0.010717707477015323
diet_folic_acid_mcg,0.010311645156289155
demo_household_size,0.010242429253747893
lifestyle_main_meal_planner,0.010018659599250294
lifestyle_main_food_shopper,0.009800230269988584
supp_magnesium_mg,0.009767700867042404
symptom_concentration_trouble,0.00908704551180936
diet_beta_carotene_mcg,0.008412291374669112
total_vitamin_c_intake_mg,0.008337356101283234
diet_vitamin_b12_mcg,0.00830476778077566
nar_magnesium,0.008171757994398897
total_selenium_intake_mcg,0.008069057571996071
diet_saturated_fat_g,0.007985784310109646
diet_cholesterol_mg,0.00792790855558875
diet_calcium_mg,0.007907261501565954
diet_vitamin_b6_mg,0.007762479784948937
nar_iron,0.007562246275697007
diet_alcohol_g,0.007389892931878806
diet_total_fat_g,0.006937496815731422
supp_vitamin_c_mg,0.006804764561919328
diet_vitamin_e_mg,0.006714040395098697
diet_protein_g,0.006415771884749735
nar_potassium,0.006326439513870049
symptom_short_sleep,0.006090910924476346
diet_phosphorus_mg,0.006047495556459205
total_iron_intake_mg,0.005878177373479108
symptom_phq9_score,0.005616463541709638
diet_iron_mg,0.005399782459904178
diet_zinc_mg,0.005351618718960316
diet_folate_dfe_mcg,0.005180932084473375
total_vitamin_b12_intake_mcg,0.005170481614467298
diet_thiamin_b1_mg,0.005117672859883777
nar_calcium,0.004807662360029828
diet_potassium_mg,0.004395096901539113
diet_fiber_g,0.004361091513223496
history_bone_fracture,0.004230178975893534
nar_vitamin_b12,0.0042053934079322045
total_magnesium_intake_mg,0.004111710980558156
supp_folate_dfe_mcg,0.0038383490451786594
total_folate_intake_mcg,0.0037541935145991375
total_potassium_intake_mg,0.00371956258988526
symptom_fatigue_energy_loss,0.003477466344788299
nar_mean_adequacy_ratio,0.0033787993491561133
diet_energy_kcal,0.0032772791538083707
nar_zinc,0.003248521019425572
supp_uses_supplements,0.0032237743295327015
lifestyle_special_diet,0.002737152015093405
supp_iodine_mcg,0.002728853762017264
history_arthritis,0.0026275653953947743
nar_folate,0.002474136450902236
lifestyle_alcohol_drinker,0.0022483927328251093
history_anemia,0.001987994374596283
nar_selenium,0.0016290260711662875
supp_vitamin_b6_mg,0.0009756660887019878
supp_potassium_mg,0.0009572006211760805
lifestyle_smoked_100_cigarettes,0.0009431349621178723
supp_vitamin_b12_mcg,0.0008036748385009878
supp_selenium_mcg,0.000689879415856558
diet_magnesium_mg,0.00037065649725971525
symptom_poor_appetite,0.0003406193314024388
demo_is_pregnant,0.0
supp_iron_mg,0.0
